year,month,day,project,location,gear,vessel,tow.number,preservation,zone,lat,long,secteur,station,crab.number,sex,condition,reproductive.status,carapace.width,abdomen.width,crab weight,egg.color,gonad.color,gonad.weight,eggs.remaining,sample.egg.weight, sample egg.count,total.egg.weight,total egg count,missing.legs.left,missing.legs.right,spermatheca.weight,spermatheca.volume,sperm.square.count,sperm.sample.volume,sperm.sample.count,sperm.color,spermatheca.#sperm,egg.development,Egg comment,parasite,eggs.dropped,eggs.valid,comment,poids hepato,Sperm.points noires,Proteines,Egg L,Egg a,Egg b,Eggs vis,Gon L,Gon a,Gon b,Gon vis,Hep L,Hep a,Hep b,Hep vis
1989,6,3,,,,,,,,,,,,H-44,2,,M,78.3,52.1,,OF,3,,,,,,110881.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,3,,,,,,,,,,,,H-45,2,,M,77.1,51.2,,OF,3,,,,,,88616.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,3,,,,,,,,,,,,H-46,2,,M,85.2,57.6,,OF,3,,,,,,89396.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,3,,,,,,,,,,,,H-48,2,,M,82.9,60.8,,OF,3,,,,,,126366.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,3,,,,,,,,,,,,H-49,2,,M,84.0,58.1,,OF,3,,,,,,121057.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-01,2,,M,74.0,59.2,,OF,3,,,,,,69617.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-09,2,,M,75.8,54.3,,OF,3,,,,,,86690.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-12,2,,M,62.0,43.0,,OF,3,,,,,,50984.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-21,2,,M,64.3,45.5,,OF,3,,,,,,64470.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-30,2,,M,60.2,40.5,,OF,3,,,,,,53176.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-43,2,,M,77.0,56.9,,OF,3,,,,,,104999.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-47,2,,M,66.0,47.0,,OF,3,,,,,,66793.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-49,2,,M,80.0,54.1,,OF,3,,,,,,73058.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-50,2,,M,63.0,45.7,,OF,3,,,,,,49029.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-52,2,,M,61.2,43.0,,OF,3,,,,,,57690.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-55,2,,M,85.1,58.6,,OF,3,,,,,,88616.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-58,2,,M,59.5,49.8,,OF,3,,,,,,45029.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-63,2,,M,82.0,56.0,,OF,3,,,,,,107425.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-64,2,,M,56.5,40.8,,OF,3,,,,,,45779.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,6,4,,,,,,,,,,,,G-65,2,,M,58.0,40.2,,OF,3,,,,,,38043.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-02,2,3,M,71.0,48.1,,OF,3,,,,,,45705.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-03,2,3,M,66.4,45.0,,OF,3,,,,,,40999.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-04,2,3,M,69.8,49.2,,OF,3,,,,,,70837.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-05,2,3,M,66.1,47.6,,OF,3,,,,,,46529.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-07,2,3,M,67.5,48.1,,OF,3,,,,,,45176.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-10,2,3,M,62.8,46.0,,OF,3,,,,,,50367.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-12,2,3,M,64.1,44.3,,OF,3,,,,,,51690.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-13,2,3,M,65.0,44.9,,OF,3,,,,,,55117.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-14,2,3,M,68.5,47.5,,OF,3,,,,,,58367.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-15,2,3,M,68.2,44.5,,OF,3,,,,,,53073.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-16,2,3,M,62.1,43.0,,OF,3,,,,,,54161.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-18,2,3,M,67.1,49.6,,OF,3,,,,,,65646.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-19,2,3,M,64.8,46.0,,OF,3,,,,,,47514.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-20,2,3,M,69.2,46.2,,OF,3,,,,,,63175.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-22,2,3,M,62.5,44.6,,OF,3,,,,,,45617.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-23,2,3,M,57.1,39.0,,OF,3,,,,,,38808.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-24,2,3,M,60.5,40.0,,OF,3,,,,,,35602.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-25,2,3,M,58.2,39.8,,OF,3,,,,,,41940.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-27,2,3,M,59.9,40.3,,OF,3,,,,,,35073.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-28,2,3,M,60.0,39.2,,OF,3,,,,,,37264.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-30,2,3,M,59.7,37.1,,OF,3,,,,,,47808.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-32,2,3,M,58.3,40.2,,OF,3,,,,,,39852.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-33,2,3,M,71.6,49.2,,OF,3,,,,,,75264.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-35,2,3,M,71.0,49.0,,OF,3,,,,,,68925.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-37,2,3,M,75.0,55.0,,OF,3,,,,,,97719.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-38,2,3,M,73.5,52.2,,OF,3,,,,,,86528.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-39,2,3,M,78.1,51.3,,OF,3,,,,,,85146.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-40,2,3,M,50.0,36.5,,OF,3,,,,,,24588.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-41,2,3,M,54.0,37.0,,OF,3,,,,,,35705.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-43,2,3,M,51.6,37.0,,OF,3,,,,,,28926.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-44,2,3,M,54.3,38.4,,OF,3,,,,,,32632.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-45,2,3,M,54.0,37.8,,OF,3,,,,,,43676.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-46,2,3,M,53.5,37.4,,OF,3,,,,,,30720.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-47,2,3,M,52.1,36.0,,OF,3,,,,,,25823.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-49,2,3,M,53.5,36.7,,OF,3,,,,,,34617.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-50,2,3,M,51.5,34.1,,OF,3,,,,,,32852.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-52,2,2,P,57.5,38.2,,OF,3,,,,,,28073.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-53,2,2,P,59.2,39.0,,OF,3,,,,,,34455.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-54,2,2,P,52.9,35.2,,OF,3,,,,,,22485.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-55,2,2,P,66.0,46.0,,OF,3,,,,,,34087.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-56,2,2,P,56.0,36.5,,OF,3,,,,,,26455.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-57,2,2,P,60.0,41.1,,OF,3,,,,,,30043.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-58,2,2,P,54.0,37.8,,OF,3,,,,,,22602.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-59,2,2,P,60.0,40.7,,OF,3,,,,,,30646.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-60,2,2,P,60.0,41.6,,OF,3,,,,,,35808.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-61,2,2,P,51.1,35.0,,OF,3,,,,,,20014.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-62,2,2,P,56.0,39.0,,OF,3,,,,,,28308.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-63,2,2,P,53.5,36.7,,OF,3,,,,,,26029.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-64,2,2,P,56.0,37.8,,OF,3,,,,,,23176.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-65,2,2,P,58.1,39.3,,OF,3,,,,,,25352.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-66,2,2,P,52.1,37.1,,OF,3,,,,,,20779.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-67,2,2,P,51.8,36.0,,OF,3,,,,,,18191.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-68,2,2,P,48.0,31.6,,OF,3,,,,,,16808.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-69,2,2,P,47.6,32.3,,OF,3,,,,,,13220.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-71A,2,2,P,48.6,32.1,,OF,3,,,,,,15882.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,2,,,,,,,,,,,,Q-71B,2,2,P,70.7,37.8,,OF,3,,,,,,48749.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-001,2,3,M,75.0,54.2,,OF,3,,,,,,88469.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-003,2,3,M,71.0,48.9,,OF,3,,,,,,77882.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-004,2,3,M,69.0,47.0,,OF,3,,,,,,55288.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-005,2,3,M,62.4,44.1,,OF,3,,,,,,45983.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-006,2,3,M,58.3,40.0,,OF,3,,,,,,39666.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-007,2,3,M,64.1,45.0,,OF,3,,,,,,48954.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-008,2,3,M,56.9,38.2,,OF,3,,,,,,43004.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-009,2,3,M,66.1,43.2,,OF,3,,,,,,56270.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-010,2,3,M,65.3,46.2,,OF,3,,,,,,60680.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-013,2,3,M,62.6,45.1,,OF,3,,,,,,48629.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-014,2,3,M,63.0,43.0,,OF,3,,,,,,48416.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-015,2,3,M,66.2,46.2,,OF,3,,,,,,61780.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-016,2,3,M,71.0,47.9,,OF,3,,,,,,71807.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-017,2,3,M,71.0,48.0,,OF,3,,,,,,79547.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-018,2,3,M,70.2,47.3,,OF,3,,,,,,66155.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-019,2,3,M,66.2,47.4,,OF,3,,,,,,56755.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-020,2,3,M,71.0,48.0,,OF,3,,,,,,77035.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-021,2,3,M,71.0,49.4,,OF,3,,,,,,70827.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-023,2,3,M,64.0,45.0,,OF,3,,,,,,55420.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-024,2,3,M,72.2,52.1,,OF,3,,,,,,65491.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-025,2,3,M,63.6,45.0,,OF,3,,,,,,52455.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-026,2,3,M,67.1,45.8,,OF,3,,,,,,66675.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-027,2,3,M,74.0,52.1,,OF,3,,,,,,84808.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-028,2,3,M,61.0,43.1,,OF,3,,,,,,45300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-029,2,3,M,64.2,43.0,,OF,3,,,,,,60227.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-030,2,3,M,64.0,43.6,,OF,3,,,,,,55008.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-031,2,3,M,64.0,45.3,,OF,3,,,,,,50823.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-032,2,3,M,73.8,49.9,,OF,3,,,,,,81113.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-033,2,3,M,71.7,51.6,,OF,3,,,,,,77704.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-034,2,3,M,66.2,44.8,,OF,3,,,,,,64602.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-036,2,3,M,69.0,49.4,,OF,3,,,,,,74110.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-037,2,3,M,69.0,49.4,,OF,3,,,,,,69075.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-038,2,3,M,67.5,45.2,,OF,3,,,,,,57955.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-040,2,3,M,58.0,39.0,,OF,3,,,,,,41189.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-041,2,3,M,80.2,59.4,,OF,3,,,,,,74402.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-042,2,3,M,57.0,40.3,,OF,3,,,,,,38397.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-043,2,3,M,51.5,34.3,,OF,3,,,,,,28867.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-044,2,3,M,59.0,41.0,,OF,3,,,,,,39000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-046,2,3,M,71.1,49.0,,OF,3,,,,,,48603.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-047,2,3,M,52.0,36.8,,OF,3,,,,,,29617.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-048,2,3,M,81.2,57.8,,OF,3,,,,,,113413.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-049,2,3,M,78.4,52.3,,OF,3,,,,,,108888.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-050,2,3,M,50.2,35.2,,OF,3,,,,,,25882.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-051,2,3,M,76.9,53.2,,OF,3,,,,,,64500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-052,2,3,M,54.8,34.9,,OF,3,,,,,,31283.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-053,2,3,M,77.0,52.3,,OF,3,,,,,,100367.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-054,2,3,M,53.9,37.3,,OF,3,,,,,,31573.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-055,2,3,M,58.2,42.0,,OF,3,,,,,,37559.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-056,2,3,M,54.3,36.9,,OF,3,,,,,,34764.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-057,2,3,M,58.1,38.2,,OF,3,,,,,,45058.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-059,2,3,M,53.0,35.1,,OF,3,,,,,,30588.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-060,2,2,P,70.0,49.8,,OF,3,,,,,,48676.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-061,2,2,P,65.0,45.0,,OF,3,,,,,,36661.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-062,2,2,P,66.0,48.7,,OF,3,,,,,,40867.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-063,2,2,P,64.2,43.0,,OF,3,,,,,,34267.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,8,3,,,,,,,,,,,,P-064,2,2,P,64.3,41.5,,OF,3,,,,,,39220.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
