Date Sampled,Start Time,End Time,Date Measured,Zone,Location,Vessel,Sampler,Latitude,Longitude,Depth,Trap #,Crab #,Sex,Shell Condition,Carapace Width,Claw Height,Abd Width,Egg Color,Hepato Color,Hepato Texture,% Eggs Remaining,Gonad Color,Egg details,Missing Legs,Maturity,Barnacles,Spiroidea,Cigarette Burn,Egg Col L,Egg Col a,Egg Col b,Gon Col L,Gon Col a,Gon Col b,Hep Col L,Hep Col a,Hep Col b,Commentaire,Crab Weight,Gonad Weight,Hepato Weight
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,35,F,4,64.58,*,45.43,O,*,*,100,O,*,**********,M,*,*,*,47.52,26.89,27.72,55.85,31.99,38.32,51.92,4.87,18.59,*,95.8,1.7852,6.3971
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,36,F,4,64.51,*,46.08,O ,*,*,100,O,*,1*****1***,M,*,*,*,45.79,26.69,25.51,54.83,34.22,38.18,38.23,8.73,11.26,*,87.6,1.81,4.0351
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,37,F,4,62.42,*,61.08,O,*,*,75,O,*,***1**1*1*,M,4,*,*,45.7,25.25,27.83,50.86,27.92,29.63,39.46,4.71,7.3,*,80.2,1.5044,4.8376
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,38,F,4,63.28,*,43.73,O ,*,*,100,OC,*,**********,M,7,*,*,45.86,28.91,29.58,57.46,24.4,36,38.87,4.19,7.52,*,99.6,1.6883,5.3
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,39,F,5,65.46,*,46.92,O*,*,*,100,Bei,*,*1**1*1111,M,5,*,*,45.72,19.84,27.43,66.24,3.61,21.65,31.42,4.25,0.91,*Egg color kind of beige,87.9,0.917,2.0584
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,40,F,4,59.42,*,41.73,O ,*,*,100,O,*,**********,M,3,*,*,42.92,20.36,21.37,57.62,30.82,45.32,49.47,4.18,15.23,*,81.2,3.9932,5.0278
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,41,F,4,66.05,*,46.4,O ,*,*,100,OC,,*******1**,M,5,*,*,46.38,25.75,30.09,56.84,23.83,35.61,40.9,5.36,11.09,*,108.7,1.6974,5.7761
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,42,F,4,65.33,*,45.29,O ,*,*,100,OC,,1*******1*,M,*,*,*,47.5,26.09,27.87,57.02,31.84,41.81,45.24,2.96,12.23,*,98.1,2.1897,7.4737
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,43,F,5,67.12,*,48.39,O ,*,*,70,Bei,,*1*11*****,M,*,*,*,45,26.18,27.27,58.33,4.14,17.98,35.66,6.8,7.52,*,103.8,1.0345,3.7859
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,44,F,4,70.67,*,45.47,O ,*,*,100,Bei,,*111******,M,3,*,*,45.94,25.29,28.31,62.85,8.85,28.63,29.36,4.04,-1.74,*,113,1.4366,4.7839
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,45,F,4,65.69,*,47.73,O ,*,*,100,O,,********1*,M,*,*,*,41.44,24.3,22.8,54.76,33.59,42.78,45.48,3.75,18.11,*,107.1,5.8277,5.2972
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,46,F,4,62.74,*,43.83,O ,*,*,100,OC,,**1*******,M,3,*,*,47.29,28.46,33.14,59.54,29.34,42.13,42.29,4.84,12.71,*,84.2,2.0441,5.1904
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,47,F,4,55.71,*,38.67,O ,*,*,100,O,,**********,M,1,*,*,44.96,22.26,25.81,55.14,29.93,43.53,48.68,3.2,18.05,*,73.7,4.1771,4.3302
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,48,F,4,59.14,*,39.37,O ,*,*,100,OC,,**********,M,*,*,*,48.68,25.35,34.05,58.48,26.28,39.91,46.8,3.76,19.56,*,75.1,1.8215,5.12
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,49,F,4,60.37,*,*,O ,*,*,100,OC,,***1**1***,M,5,*,*,49,26.59,35.01,59.56,20.62,35.73,38.05,4.88,9.25,*,81.8,1.3839,3.5697
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,50,F,4,64.31,*,45.33,O ,*,*,100,OC,,*1*******1,M,*,*,*,44.81,26.98,28.6,54.39,23.58,35.56,39.79,5.16,11.33,*,92,2.2801,5.6087
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,51,F,4,63.03,*,44.61,O ,*,*,100,OC,,**********,M,*,*,*,49.38,27.13,34.32,61.13,21.34,35.95,37.47,2.47,9.18,*,105.7,1.3983,4.2924
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,52,F,4,54.11,*,36.85,O ,*,*,100,O,,*1********,M,*,*,*,46.51,27.57,30.59,55.91,30.38,42.33,43.5,7.08,15.33,*,59.3,1.0404,4.0179
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,53,F,4,49.98,*,32.38,O ,*,*,100,Bei,,*111******,M,*,*,*,48.04,27.58,32.52,62.31,12.48,31.25,44.05,6.22,17.06,*,45.1,0.5133,2.548
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,54,F,4,57.35,*,39.95,O ,*,*,100,OC,,*1**1*****,M,2,*,*,47.22,26.67,33.58,58.89,22.6,36.79,37.64,6.98,14.22,*,70.3,1.1358,3.3775
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,55,F,4,50.95,*,37.53,O ,*,*,100,O,,**********,M,*,*,*,43.95,23.31,30.07,54.19,32.05,43.75,50.89,3.93,19.66,*,52.3,2.4584,2.8295
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,56,F,4,55.27,*,38.16,O ,*,*,100,O,,******1***,M,2,*,*,44.1,26.64,30.9,56.07,36.84,50.86,52.16,5.65,24.21,*,57.7,3.3064,3.9804
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,57,F,4,59.99,*,42.88,O ,*,*,100,O,,****1*****,M,2,*,*,47.25,23.14,32.26,57.13,33.39,47.8,46.17,5.59,17.64,*,81.6,4.1272,5.181
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,58,F,4,60.15,*,42.6,O ,*,*,100,O,,***1******,M,*,*,*,46.65,30.32,34.26,*,*,*,41.55,7.19,17.53,Gonad colorimetre missed,85.4,1.4373,5.6213
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,59,F,4,52,*,35.44,O ,*,*,100,O,,*******1**,M,14,*,*,45.83,28.55,32.21,53.66,32.08,42.93,44.54,7.31,17.5,*,58.2,0.9262,2.7634
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,60,F,4,62.35,*,42.64,O ,*,*,100,OC,,**********,M,10,*,*,44.05,28.19,31.97,60.71,20.01,36.39,36.76,6.31,11.46,*,102,1.77,4.4115
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,61,F,4,63.36,*,43.2,O ,*,*,100,O,,***1*****1,M,3,*,*,43.4,23.65,29.66,56.85,33.52,49.45,49.14,5.38,21.51,*,94.9,4.2764,5.6112
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,62,F,4,55.24,*,40.79,O ,*,*,100,O,,*******1**,M,*,*,*,48.03,23.34,35.17,53.63,36.96,44.57,46.82,5.52,21.86,*,61,1.455,4.2264
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,63,F,4,60.82,*,43.21,O ,*,*,100,O,,**********,M,*,*,*,49.85,28.71,38.83,54.36,36.21,43.39,43.86,5.11,15.26,*,82,2.0253,6.1016
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,64,F,4,60.12,*,40.38,O ,*,*,100,O,,*1**1*****,M,*,*,*,49.14,25.13,35.54,58.2,17.89,30.59,41.68,6.79,13.9,*,73.1,1.3447,4.3741
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,65,F,4,51.06,*,34.33,O ,*,*,100,OC,,*1********,M,*,*,*,47.56,27.81,34.94,61.31,24.48,40.62,48.96,9.09,20.69,*,53.6,0.9064,2.6888
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,66,F,4,58.91,*,40.15,O ,*,*,100,O,,*1****1***,M,19,*,*,43.16,25.74,27.44,56.11,35.24,46.45,48.04,7.61,18.82,*,77.2,3.5269,4.2646
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,67,F,4,62.13,*,45.22,O ,*,*,100,O,,*1*******1,M,*,*,*,48.48,29.55,36.44,55.99,32.74,42.68,44.98,7.16,16.8,*,87.9,1.6047,5.8843
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,68,F,4,62.09,*,43.79,O ,*,*,100,OC,,****1*1*1*,M,*,*,*,45.36,30.98,32.64,59.81,22.51,35.47,42.85,7.87,14.69,*,84.7,1.1763,4.3596
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,69,F,3,62.26,*,44.36,O ,*,*,100,O,,**********,M,2+,*,*,43.29,31.26,27.11,53.79,40.15,43.61,45.85,7.41,22.55,*,86.9,2.556,6.139
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,70,F,3,61.8,*,44.62,O ,*,*,100,OC,,**********,M,5,*,*,47.26,31.36,33.05,55.65,19.69,27.23,37.1,5.1,10.02,*,*,1.422,4.3315
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,71,F,4,63.26,*,45.09,O ,*,*,100,O,,**********,M,3,*,*,41.67,28.75,24.34,51.81,36.28,41.01,44.19,7.62,15.04,*,103.9,4.9614,5.7634
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,72,F,4,63.08,*,43.38,O ,*,*,100,O,,*1********,M,3,*,*,47.77,28.53,32.23,56.49,32.86,40.88,45.5,7.44,14.13,*,88.4,1.8181,5.5084
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,73,F,4,58.56,*,40.51,O ,*,*,100,OC,,****1**1**,M,1,*,*,47.29,28.43,31.02,51.89,24.84,25.11,46.85,6.88,12.93,*,62.9,1.3174,4.9301
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,74,F,4,55.77,*,37.74,O ,*,*,100,O,,****1*****,M,1,*,*,46.57,29.33,30.86,54.43,31.78,38.41,43.41,8.64,11.47,*,67,1.0341,4.243
13072021,*,*,14072021,,From Snow Crab Survey,,Allain; Moriyasu; Klandry,*,*,*,*,75,F,4,61.08,*,44.63,O ,*,*,100,O,,****1*****,M,8,*,*,45.21,31.91,27.34,55.66,31.11,37.13,37.12,8.07,6.82,*,83.7,1.497,4.9966
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
